08:10:56.350 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 1036 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
08:10:58.120 [] [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
08:10:58.177 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9091"]
08:10:58.199 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9091 (http) with context path ''
08:10:58.211 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 2.154 seconds (JVM running for 3.02)
10:45:26.537 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 10820 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
10:45:26.537 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 10820 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
10:45:26.539 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - No active profile set, falling back to 1 default profile: "default"
10:45:26.539 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - No active profile set, falling back to 1 default profile: "default"
10:45:26.541 [] [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.3.Final
10:45:26.582 [] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
10:45:26.582 [] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
10:45:26.966 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
10:45:26.967 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
10:45:26.980 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
10:45:27.285 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9091 (http)
10:45:27.290 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9091"]
10:45:27.290 [] [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
10:45:27.290 [] [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
10:45:27.360 [] [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
10:45:27.361 [] [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 779 ms
10:45:27.938 [] [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
10:45:27.977 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9091"]
10:45:28.000 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9091 (http) with context path ''
10:45:28.009 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 1.74 seconds (JVM running for 2.418)
10:45:28.009 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 1.74 seconds (JVM running for 2.418)
14:54:20.120 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 14056 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
14:54:20.120 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 14056 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
14:54:20.123 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - No active profile set, falling back to 1 default profile: "default"
14:54:20.123 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - No active profile set, falling back to 1 default profile: "default"
14:54:20.126 [] [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.3.Final
14:54:20.166 [] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
14:54:20.166 [] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
14:54:20.793 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
14:54:20.795 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
14:54:20.811 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
14:54:21.134 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9091 (http)
14:54:21.138 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9091"]
14:54:21.139 [] [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
14:54:21.139 [] [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
14:54:21.204 [] [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
14:54:21.204 [] [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1038 ms
14:54:21.803 [] [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
14:54:21.843 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9091"]
14:54:21.861 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9091 (http) with context path ''
14:54:21.872 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 2.106 seconds (JVM running for 3.036)
14:54:21.872 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 2.106 seconds (JVM running for 3.036)
14:54:30.373 [] [http-nio-9091-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
14:54:30.374 [] [http-nio-9091-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
14:54:30.375 [] [http-nio-9091-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
14:54:30.500 [] [http-nio-9091-exec-2] INFO  c.e.p.controller.PaymentController - Begin send request with data: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.500 [] [http-nio-9091-exec-2] INFO  c.e.p.controller.PaymentController - Begin send request with data: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.501 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getPrivateKey() with Data Payment Request: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.501 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getPrivateKey() with Data Payment Request: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.501 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - End getPrivateKeyByBankCode() Have Bank Code in YAML file
14:54:30.501 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - End getPrivateKeyByBankCode() Have Bank Code in YAML file
14:54:30.501 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl -  Begin checkSumSHA256() with data payment request PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.501 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl -  Begin checkSumSHA256() with data payment request PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getStringToHash with data PaymentRequest PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getStringToHash with data PaymentRequest PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Private key: lkjlk
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Private key: lkjlk
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Append to String to HASH
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Append to String to HASH
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - End getStringToHash success
14:54:30.503 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - End getStringToHash success
14:54:30.504 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Check sum SHA256:[2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3] 
14:54:30.504 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Check sum SHA256:[2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3] 
14:54:30.504 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Checksum success
14:54:30.504 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Checksum success
14:54:30.504 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin check valid of Token key d160hd18ffgffdhfd70
14:54:30.504 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin check valid of Token key d160hd18ffgffdhfd70
14:54:30.531 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Key exist? false
14:54:30.531 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Key exist? false
14:54:30.531 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Data put to redis: {"apiID":"Payment003","mobile":"0345225630","bankCode":"11055","accountNo":"0001100014211002","payDate":"20200929112923","additionalData":"11","debitAmount":11200.0,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":10100.0,"promotionCode":"11","tokenKey":"d160hd18ffgffdhfd70","addValue":{"payMethod":"01","payMethodMMS":1}}
14:54:30.531 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Data put to redis: {"apiID":"Payment003","mobile":"0345225630","bankCode":"11055","accountNo":"0001100014211002","payDate":"20200929112923","additionalData":"11","debitAmount":11200.0,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":10100.0,"promotionCode":"11","tokenKey":"d160hd18ffgffdhfd70","addValue":{"payMethod":"01","payMethodMMS":1}}
14:54:30.532 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Expire time is: 32729 seconds
14:54:30.532 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Expire time is: 32729 seconds
14:54:30.532 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Token key can use on day
14:54:30.532 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Token key can use on day
14:54:30.534 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin publish message to queue with data PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1)) 
14:54:30.534 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin publish message to queue with data PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1)) 
14:54:30.538 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - correlationId with message a05bf085-7fdf-4905-a660-878fcdfb74f9 
14:54:30.538 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - correlationId with message a05bf085-7fdf-4905-a660-878fcdfb74f9 
14:54:30.539 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Send message to queue queue.rpc with data: {"apiID":"Payment003","mobile":"0345225630","bankCode":"11055","accountNo":"0001100014211002","payDate":"20200929112923","additionalData":"11","debitAmount":11200.0,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":10100.0,"promotionCode":"11","tokenKey":"d160hd18ffgffdhfd70","addValue":{"payMethod":"01","payMethodMMS":1}}
14:54:30.539 [] [http-nio-9091-exec-2] INFO  c.e.p.s.impl.PaymentServiceImpl - Send message to queue queue.rpc with data: {"apiID":"Payment003","mobile":"0345225630","bankCode":"11055","accountNo":"0001100014211002","payDate":"20200929112923","additionalData":"11","debitAmount":11200.0,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":10100.0,"promotionCode":"11","tokenKey":"d160hd18ffgffdhfd70","addValue":{"payMethod":"01","payMethodMMS":1}}
14:57:01.643 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 7752 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
14:57:01.643 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Starting PaymentApiApplication using Java 18.0.1.1 on tuanlt2 with PID 7752 (D:\Git\demoVNPAY\vnpayDemo\payment-api\target\classes started by tuanlt2 in D:\Git\demoVNPAY\vnpayDemo\payment-api)
14:57:01.645 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - No active profile set, falling back to 1 default profile: "default"
14:57:01.645 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - No active profile set, falling back to 1 default profile: "default"
14:57:01.648 [] [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.3.Final
14:57:01.710 [] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
14:57:01.711 [] [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
14:57:02.118 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
14:57:02.119 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
14:57:02.133 [] [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
14:57:02.475 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9091 (http)
14:57:02.480 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9091"]
14:57:02.481 [] [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
14:57:02.481 [] [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
14:57:02.540 [] [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
14:57:02.540 [] [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 829 ms
14:57:03.155 [] [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
14:57:03.221 [] [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9091"]
14:57:03.239 [] [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9091 (http) with context path ''
14:57:03.250 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 1.869 seconds (JVM running for 2.624)
14:57:03.250 [] [restartedMain] INFO  c.e.paymentapi.PaymentApiApplication - Started PaymentApiApplication in 1.869 seconds (JVM running for 2.624)
14:57:06.046 [] [http-nio-9091-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
14:57:06.046 [] [http-nio-9091-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
14:57:06.047 [] [http-nio-9091-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
14:57:06.268 [] [http-nio-9091-exec-1] INFO  c.e.p.controller.PaymentController - Begin send request with data: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:57:06.268 [] [http-nio-9091-exec-1] INFO  c.e.p.controller.PaymentController - Begin send request with data: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:57:06.268 [] [http-nio-9091-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getPrivateKey() with Data Payment Request: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
14:57:06.268 [] [http-nio-9091-exec-1] INFO  c.e.p.s.impl.PaymentServiceImpl - Begin getPrivateKey() with Data Payment Request: PaymentRequest(apiID=Payment003, mobile=0345225630, bankCode=11055, accountNo=0001100014211002, payDate=20200929112923, additionalData=11, debitAmount=11200.0, respCode=00, respDesc=SUCCESS, traceTransfer=FT19310RH6P1, messageType=1, checkSum=2ec7c91e26cb3a725db2a3b85da09ccfa13475850e78a8ed20d79631eead3fb3, orderCode=FT19310RH6P1, userName=cntest001, realAmount=10100.0, promotionCode=11, tokenKey=d160hd18ffgffdhfd70, addValue=AddValue(payMethod=01, payMethodMMS=1))
